version,mission_code,mission_name,start_date,end_date,mission_type,program,epoch,status,notes
1.412,GPM,GPM (Global Precipitation Measurement),2014-02-27,,earth-science,GPM,5,operational,Successor to TRMM; joint NASA/JAXA; dual-frequency precipitation radar; core observatory for global constellation
1.413,SMAP,SMAP (Soil Moisture Active Passive),2015-01-31,,earth-science,SMAP,5,operational,Measures global soil moisture and freeze/thaw state; radar failed Jul 2015 but radiometer operational
1.414,DSCOVR,DSCOVR (Deep Space Climate Observatory),2015-02-11,,earth-science,DSCOVR,5,operational,L1 space weather monitor and Earth observation; EPIC camera full-disc Earth images; originally Triana/GoreSat
1.415,JASON-3,Jason-3,2016-01-17,,earth-science,Jason,5,operational,Continued global ocean altimetry record; joint NOAA/NASA/CNES/EUMETSAT
1.416,GOES-16,GOES-16 (GOES-R),2016-11-19,,earth-science,GOES,5,operational,Advanced Baseline Imager with 16 channels; 4x resolution; lightning mapper; current GOES-East
1.417,CYGNSS,CYGNSS,2016-12-15,,earth-science,CYGNSS,5,operational,Cyclone Global Navigation Satellite System; 8 microsatellites; ocean wind speed in hurricanes using GPS reflections
1.418,NICER,NICER (Neutron star Interior Composition Explorer),2017-06-03,,observatory,NICER,5,operational,X-ray telescope on ISS; studies neutron star interiors; demonstrated X-ray pulsar navigation (SEXTANT)
1.419,TDRS-13,TDRS-13 (M),2017-08-18,,data-relay,TDRS,5,operational,Final TDRS launched to date; third-generation; launched on Atlas V
1.420,NOAA-20,NOAA-20 (JPSS-1),2017-11-18,,earth-science,JPSS,5,operational,First operational Joint Polar Satellite System; 5 instruments; primary afternoon orbit weather satellite
1.421,GOLD,GOLD (Global-scale Observations of Limb and Disk),2018-01-25,,earth-science,GOLD,5,operational,UV imaging spectrograph hosted on SES-14 commercial satellite; studies thermosphere-ionosphere from geostationary orbit
1.422,MARCO,MarCO (Mars Cube One A and B),2018-05-05,2019-02-05,mars-relay,MarCO,5,complete,First interplanetary CubeSats; relayed InSight landing data in real-time; Wall-E and Eve
1.423,GRACE-FO,GRACE-FO (Follow-On),2018-05-22,,earth-science,GRACE,5,operational,Continuation of GRACE gravity measurements; includes laser ranging interferometer demo; tracks ice and water mass changes
1.424,DM-1,SpaceX DM-1 (Demo-1),2019-03-02,2019-03-08,demo-uncrewed,Commercial Crew,6,complete,First uncrewed Crew Dragon flight to ISS; validated spacecraft systems for crewed operations
1.425,OCO-3,OCO-3 (Orbiting Carbon Observatory 3),2019-05-04,,earth-science,OCO,5,operational,CO2 measurement instrument on ISS; repurposed OCO-2 spare; measures urban CO2 hotspots
1.426,ICON,ICON (Ionospheric Connection Explorer),2019-10-10,2022-11-25,earth-science,Explorer,5,complete,Studied ionosphere-thermosphere coupling; air-launched from Pegasus XL; lost contact Nov 2022
1.427,DM-2,SpaceX DM-2 (Demo-2),2020-05-30,2020-08-02,crewed-orbital,Commercial Crew,6,complete,First crewed Crew Dragon; Behnken and Hurley; first crewed US orbital launch since STS-135; 64 days
1.428,CREW-1,SpaceX Crew-1,2020-11-16,2021-05-02,crewed-station,Commercial Crew,6,complete,First operational Crew Dragon rotation mission; Hopkins Glover Walker Noguchi; 167 days on ISS
1.429,SENTINEL-6,Sentinel-6 Michael Freilich,2020-11-21,,earth-science,Jason/Copernicus,5,operational,Reference ocean altimetry; joint NASA/ESA/EUMETSAT; named for late NASA Earth science director
1.430,CREW-2,SpaceX Crew-2,2021-04-23,2021-11-09,crewed-station,Commercial Crew,6,complete,Second operational rotation; Kimbrough McArthur Pesquet Hoshide; first reused Crew Dragon and Falcon 9
1.431,LANDSAT-9,Landsat 9,2021-09-27,,earth-observation,Landsat,5,operational,Continues 50-year Landsat record; 14-bit imaging; highest radiometric quality in Landsat history
1.432,CREW-3,SpaceX Crew-3,2021-11-11,2022-05-06,crewed-station,Commercial Crew,6,complete,Third operational rotation; Marshburn Barron Chari Maurer; 177 days on ISS
1.433,GOES-18,GOES-18 (GOES-T),2022-03-01,,earth-science,GOES,5,operational,Current operational GOES-West; third-generation geostationary weather satellite
1.434,CREW-4,SpaceX Crew-4,2022-04-27,2022-10-14,crewed-station,Commercial Crew,6,complete,Fourth operational rotation; Lindgren Hines Watkins Cristoforetti; 170 days on ISS
1.435,BOEING-OFT2,Boeing OFT-2 (Starliner),2022-05-19,2022-05-25,demo-uncrewed,Commercial Crew,6,complete,Second uncrewed Starliner orbital flight test to ISS; successful docking and return after OFT-1 anomaly
1.436,EMIT,EMIT,2022-07-14,,earth-science,EMIT,5,operational,Earth Surface Mineral Dust Source Investigation on ISS; maps mineral composition of arid dust source regions
1.437,CREW-5,SpaceX Crew-5,2022-10-05,2023-03-11,crewed-station,Commercial Crew,6,complete,Fifth operational rotation; Mann Cassada Wakata Kikina; first Roscosmos cosmonaut on Crew Dragon
1.438,NOAA-21,NOAA-21 (JPSS-2),2022-11-10,,earth-science,JPSS,5,operational,Second operational JPSS satellite; VIIRS ATMS CrIS OMPS and CERES instruments
1.439,SWOT,SWOT (Surface Water and Ocean Topography),2022-12-16,,earth-science,SWOT,5,operational,Joint NASA/CNES; first Ka-band radar interferometer; measures ocean and freshwater surface heights
1.440,CREW-6,SpaceX Crew-6,2023-03-02,2023-09-04,crewed-station,Commercial Crew,6,complete,Sixth operational rotation; Hoburg Moghbeli Bowen Al Neyadi; 186 days on ISS
1.441,CREW-7,SpaceX Crew-7,2023-08-26,2024-03-12,crewed-station,Commercial Crew,6,complete,Seventh rotation; Mogensen Furukawa Borisov Moghbeli; 199 days on ISS
1.442,PACE,PACE (Plankton Aerosol Cloud ocean Ecosystem),2024-02-08,,earth-science,PACE,5,operational,OCI hyperspectral ocean color instrument; studies ocean ecosystems aerosols and clouds; first UV-to-SWIR
1.443,CREW-8,SpaceX Crew-8,2024-03-04,2024-10-25,crewed-station,Commercial Crew,6,complete,Eighth rotation; Dominick Barratt Grebenkin Epps; 235 days on ISS (extended by Starliner issue)
1.444,PREFIRE,PREFIRE,2024-05-25,,earth-science,PREFIRE,5,operational,Polar Radiant Energy in the Far-InfraRed Experiment; twin CubeSats measuring Arctic/Antarctic energy budget
1.445,BOEING-CFT,Boeing CFT (Crew Flight Test),2024-06-05,2024-09-07,crewed-orbital,Commercial Crew,6,partial,First crewed Starliner; Wilmore Williams; thruster and helium leak issues; crew returned on Crew-9 instead
1.446,GOES-19,GOES-19 (GOES-U),2024-06-25,,earth-science,GOES,5,operational,Latest GOES satellite; fourth generation; replacement for GOES-16 as GOES-East
1.447,CREW-9,SpaceX Crew-9,2024-09-28,2025-03-18,crewed-station,Commercial Crew,6,complete,Ninth rotation; Hague Gorbunov; launched with 2 crew to allow Starliner crew return; Wilmore Williams returned
1.448,CREW-10,SpaceX Crew-10,2025-03-14,,crewed-station,Commercial Crew,6,operational,Tenth operational rotation; Petelin Epps Patel Alneyadi; currently on ISS
1.100,VANGUARD-2,Vanguard 2,1959-02-17,1959-02-17,earth-orbiter,Vanguard,1,partial,First attempt at cloud-cover mapping from orbit; wobble prevented useful data; still in orbit
1.101,VANGUARD-3,Vanguard 3,1959-09-18,1959-12-11,earth-orbiter,Vanguard,1,complete,Measured Earths magnetic field and micrometeorite environment; final successful Vanguard launch
1.102,EXPLORER-8,Explorer 8,1960-11-03,1960-12-27,earth-science,Explorer,1,complete,Measured ionospheric electron density and temperature using Langmuir probes
1.103,TIROS-2,TIROS-2,1960-11-23,1961-10-04,earth-science,TIROS,1,complete,Added infrared radiometer to camera system; cloud cover and Earth heat balance measurements
1.104,EXPLORER-9,Explorer 9,1961-02-16,1964-04-09,earth-science,Explorer,1,complete,First inflatable balloon satellite for atmospheric density measurements; tracked visually
1.105,EXPLORER-10,Explorer 10,1961-03-25,1961-03-25,magnetosphere,Explorer,1,complete,Measured magnetic fields between Earth and Moon; 52-hour mission
1.106,EXPLORER-12,Explorer 12 (EPE-A),1961-08-15,1961-12-06,magnetosphere,Explorer,1,complete,First Energetic Particles Explorer; studied Van Allen belt dynamics and solar wind boundary
1.107,TIROS-4,TIROS-4,1962-02-08,1962-06-30,earth-science,TIROS,1,complete,Tested Automatic Picture Transmission system for direct weather data downlink
1.108,ARIEL-1,Ariel 1,1962-04-26,1964-07-12,observatory,International,1,complete,First international satellite; UK-built NASA-launched; studied ionosphere and solar UV; damaged by Starfish Prime nuclear test
1.109,TIROS-5,TIROS-5,1962-06-19,1963-05-14,earth-science,TIROS,1,complete,Spin-stabilized; global cloud photography for operational weather forecasting
1.110,TELSTAR-1,Telstar 1,1962-07-10,1963-02-21,communications,Telstar,1,complete,First active communications satellite to relay TV telephone and data; NASA launched for AT&T/Bell Labs
1.111,TIROS-6,TIROS-6,1962-09-18,1963-10-21,earth-science,TIROS,1,complete,Weather photography with improved tape recorder for global coverage
1.112,ALOUETTE-1,Alouette 1,1962-09-29,1972-09-30,earth-science,International,1,complete,First Canadian satellite; NASA-launched; topside ionospheric sounder; 10 years of operation
1.113,EXPLORER-14,Explorer 14 (EPE-B),1962-10-02,1963-08-11,magnetosphere,Explorer,1,complete,Energetic particle and magnetic field measurements in the magnetosphere
1.114,RELAY-1,Relay 1,1962-12-13,1965-02-10,communications,Relay,1,complete,Active communications satellite; first TV relay across the Pacific; demonstrated satellite communications
1.115,SYNCOM-2,Syncom 2,1963-07-26,1969-01-01,communications,Syncom,1,complete,First geosynchronous communications satellite; demonstrated voice and teletype from geostationary orbit
1.116,TIROS-8,TIROS-8,1963-12-21,1967-07-01,earth-science,TIROS,1,complete,First operational Automatic Picture Transmission; enabled worldwide real-time weather images
1.117,ECHO-2,Echo 2,1964-01-25,1969-06-07,communications,Echo,1,complete,Second passive balloon communications satellite; 41m diameter; first US-Soviet cooperative space project
1.118,SA-5,Saturn I SA-5,1964-01-29,1964-01-29,test-flight,Saturn,1,complete,First Saturn I with live second stage (S-IV); first orbital launch of Saturn rocket; carried ballast
1.119,SYNCOM-3,Syncom 3,1964-08-19,1969-04-01,communications,Syncom,1,complete,First truly geostationary satellite; broadcast 1964 Tokyo Olympics live across the Pacific
1.120,OGO-1,OGO-1,1964-09-05,1971-11-01,magnetosphere,OGO,1,complete,First Orbiting Geophysical Observatory; 20 experiments studying space physics; 7 years of data
1.121,EXPLORER-21,Explorer 21 (IMP-2),1964-10-04,1966-10-13,interplanetary,Explorer/IMP,1,complete,Second Interplanetary Monitoring Platform; solar wind and magnetic field measurements
1.122,SAN-MARCO-1,San Marco 1,1964-12-15,1965-09-14,earth-science,International,1,complete,First Italian satellite; NASA Scout rocket; studied atmospheric density; launched from Wallops Island
1.123,SA-9,Saturn I SA-9 (Pegasus 1),1965-02-16,1965-02-16,test-flight,Saturn,1,complete,Saturn I operational mission; deployed Pegasus 1 micrometeorite satellite; last Saturn I with ballast nosecone
1.124,EXPLORER-28,Explorer 28 (IMP-3),1965-05-29,1967-05-12,interplanetary,Explorer/IMP,1,complete,Third IMP; studied interplanetary magnetic field and solar plasma
1.125,EXPLORER-29,Explorer 29 (GEOS-1),1965-11-06,1978-03-23,geodesy,Explorer,1,complete,First Geodetic Explorer; precise Earth shape measurements using laser ranging and radio tracking
1.126,AS-201,AS-201 (Saturn IB),1966-02-26,1966-02-26,test-flight,Apollo,1,complete,First Saturn IB flight; first test of Apollo command module heat shield at orbital velocity; suborbital
1.127,NIMBUS-2,Nimbus 2,1966-05-15,1969-01-17,earth-science,Nimbus,1,complete,Medium Resolution Infrared Radiometer; first night-time cloud imaging from orbit
1.128,EXPLORER-32,Explorer 32 (AE-B),1966-05-25,1967-02-22,earth-science,Explorer,1,complete,Second Atmosphere Explorer; measured neutral gas temperatures and densities in upper atmosphere
1.129,EXPLORER-33,Explorer 33 (IMP-D),1966-07-01,1971-09-21,interplanetary,Explorer/IMP,1,complete,Anchored IMP intended for lunar orbit; studied interplanetary space and solar wind
1.130,AS-203,AS-203 (Saturn IB),1966-07-05,1966-07-05,test-flight,Apollo,1,complete,Saturn IB S-IVB stage restart test in orbit; no spacecraft; validated Saturn V upper stage behavior in space
1.131,AS-202,AS-202 (Saturn IB),1966-08-25,1966-08-25,test-flight,Apollo,1,complete,Second Saturn IB Apollo test; suborbital CM reentry at high speed; validated fuel cells and guidance
1.132,ATS-2,ATS-2,1967-04-06,1967-04-06,technology-comms,ATS,2,failed,Applications Technology Satellite; failed to reach planned medium-altitude orbit
1.133,EXPLORER-34,Explorer 34 (IMP-4),1967-05-24,1969-05-03,interplanetary,Explorer/IMP,2,complete,Fourth IMP; measured energetic solar particles and cosmic rays
1.134,EXPLORER-36,Explorer 36 (GEOS-2),1968-01-11,1983-01-01,geodesy,Explorer,2,complete,Geodetic Explorer; improved measurements of Earths gravity field and shape
1.135,OGO-5,OGO-5,1968-03-04,1972-07-14,magnetosphere,OGO,2,complete,Fifth OGO; discovered the plasma pause; studied solar wind interaction with magnetosphere
1.136,OGO-6,OGO-6,1969-06-05,1979-01-01,earth-science,OGO,2,complete,Final OGO; studied neutral atmosphere and ionosphere; 10 years of upper atmosphere data
1.137,EXPLORER-41,Explorer 41 (IMP-5),1969-06-21,1972-12-23,interplanetary,Explorer/IMP,2,complete,Fifth IMP; studied solar wind cosmic rays and magnetic fields in near-Earth space
1.138,ATS-5,ATS-5,1969-08-12,1984-01-01,technology-comms,ATS,2,partial,Despun antenna test; did not achieve stable spin mode but returned useful communications data
1.139,NIMBUS-4,Nimbus 4,1970-04-08,1980-09-30,earth-science,Nimbus,2,complete,Backscatter UV ozone experiment; first satellite ozone measurements; 10 years of data
1.140,EXPLORER-43,Explorer 43 (IMP-6),1971-03-13,1974-10-02,interplanetary,Explorer/IMP,3,complete,Sixth IMP; interplanetary plasma measurements during active solar period
1.141,EXPLORER-45,Explorer 45 (SSS-A),1971-11-15,1974-09-30,magnetosphere,Explorer,3,complete,Small Scientific Satellite; studied inner magnetosphere dynamics near geosynchronous orbit
1.142,EXPLORER-47,Explorer 47 (IMP-7),1972-09-23,1978-10-31,interplanetary,Explorer/IMP,3,complete,Seventh IMP; solar wind and cosmic ray monitoring in interplanetary space
1.143,NIMBUS-5,Nimbus 5,1972-12-11,1983-03-29,earth-science,Nimbus,3,complete,First satellite microwave spectrometer for atmospheric temperature profiling
1.144,EXPLORER-51,Explorer 51 (AE-C),1973-12-16,1978-12-12,earth-science,Explorer,3,complete,Atmosphere Explorer with propulsion for dipping orbits into lower thermosphere
1.145,SMS-2,SMS-2,1975-02-06,1981-08-05,earth-science,GOES,3,complete,Second prototype geostationary meteorological satellite; proved operational concept
1.146,NIMBUS-6,Nimbus 6,1975-06-12,1983-09-01,earth-science,Nimbus,3,complete,Earth Radiation Budget experiment; Coastal Zone Color Scanner precursor tests
1.147,EXPLORER-54,Explorer 54 (AE-D),1975-10-06,1976-01-29,earth-science,Explorer,3,complete,Atmosphere Explorer; in situ neutral and ion composition measurements
1.148,EXPLORER-55,Explorer 55 (AE-E),1975-11-20,1981-06-10,earth-science,Explorer,3,complete,Longest Atmosphere Explorer mission; low-altitude atmospheric chemistry and dynamics for 6 years
1.149,LAGEOS-1,LAGEOS-1,1976-05-04,,geodesy,LAGEOS,3,operational,Laser Geodynamics Satellite; 426 retroreflectors; measures continental drift plate tectonics and Earths gravitational field
1.150,EXPLORER-56,Explorer 56 (ISEE-1),1977-10-22,1987-09-26,magnetosphere,Explorer/ISEE,3,complete,First International Sun-Earth Explorer; two-point measurements of magnetosphere boundary with ISEE-2
1.151,EXPLORER-57,Explorer 57 (ISEE-2),1977-10-22,1987-09-26,magnetosphere,Explorer/ISEE,3,complete,Companion to ISEE-1; first dual-spacecraft magnetosphere measurements
1.152,EXPLORER-60,Explorer 60 (SAGE),1979-02-18,1981-11-19,earth-science,Explorer,3,complete,Stratospheric Aerosol and Gas Experiment; first satellite measurements of stratospheric ozone profiles
1.153,EXPLORER-61,Explorer 61 (Magsat),1979-10-30,1980-06-11,earth-science,Explorer,3,complete,Magnetic field survey satellite; mapped Earths crustal magnetic field for the first time from orbit
1.154,GOES-4,GOES-4,1980-09-09,1988-11-25,earth-science,GOES,4,complete,First GOES with VISSR Atmospheric Sounder for vertical temperature profiles
1.155,EXPLORER-62,Explorer 62 (DE-1),1981-08-03,1991-02-28,magnetosphere,Explorer,4,complete,Dynamics Explorer 1; first global images of aurora from space; magnetosphere-ionosphere coupling
1.156,EXPLORER-64,Explorer 64 (SME),1981-10-06,1989-04-04,earth-science,Explorer,4,complete,Solar Mesosphere Explorer; studied ozone response to solar UV variability
1.157,EXPLORER-65,Explorer 65 (AMPTE-CCE),1984-08-16,1989-01-11,magnetosphere,Explorer/AMPTE,4,complete,Active Magnetospheric Particle Tracer Explorers; first artificial comet in space; barium ion releases
1.158,TDRS-3,TDRS-3,1988-09-29,2012-06-01,data-relay,TDRS,4,complete,First TDRS after Challenger return to flight; deployed by STS-26; served 24 years
1.159,TDRS-4,TDRS-4,1989-03-13,2011-12-01,data-relay,TDRS,4,complete,Completed TDRS initial constellation coverage; deployed by STS-29
1.160,TDRS-5,TDRS-5,1991-08-02,2014-03-01,data-relay,TDRS,4,complete,Replenishment TDRS; deployed by STS-43; 23 years of service
1.161,TDRS-6,TDRS-6,1993-01-13,2015-05-01,data-relay,TDRS,4,complete,Deployed by STS-54; continued expansion of TDRS relay network
1.162,SNOE,SNOE (Student Nitric Oxide Explorer),1998-02-26,2003-12-13,earth-science,Explorer/STEDI,5,complete,Student-built satellite; first STEDI mission; measured nitric oxide density in lower thermosphere
1.163,NOAA-15,NOAA-15,1998-05-13,,earth-science,POES,5,operational,First in Advanced TIROS-N series with AMSU microwave sounder; 27+ years of polar weather data
1.164,SWAS,SWAS (Submillimeter Wave Astronomy Satellite),1998-12-06,2005-07-21,observatory,Explorer/SMEX,5,complete,First submillimeter-wave space observatory; studied water and oxygen in molecular clouds
1.165,DS2,Deep Space 2 (Mars Microprobes),1999-01-03,1999-12-03,mars-probe,New Millennium,5,failed,Two microprobes carried by Mars Polar Lander; designed to penetrate Martian surface; no signal received after separation
1.166,WIRE,WIRE (Wide-field Infrared Explorer),1999-03-05,1999-03-05,observatory,Explorer/SMEX,5,failed,Solid hydrogen cryogen lost immediately after launch; primary mission failed but star tracker used for asteroseismology
1.167,ACRIMSAT,ACRIMSAT,1999-12-20,2014-12-14,solar-observatory,ACRIMSAT,5,complete,Active Cavity Radiometer Irradiance Monitor; measured total solar irradiance for 15 years
1.168,SRTM,SRTM (Shuttle Radar Topography Mission),2000-02-11,2000-02-22,earth-science,SRTM,5,complete,STS-99 payload; mapped 80% of Earths land surface in 3D; 200-ft radar mast; most topographic data ever collected
1.169,TDRS-9,TDRS-9 (I),2002-03-08,,data-relay,TDRS,5,operational,Second-generation TDRS; launched on Atlas IIA; enhanced bandwidth capabilities
1.170,TDRS-10,TDRS-10 (J),2002-12-05,,data-relay,TDRS,5,operational,Third second-generation TDRS; completed second-generation constellation
1.171,CHIPSAT,CHIPSat,2003-01-13,2008-04-11,observatory,Explorer/UNEX,5,complete,Cosmic Hot Interstellar Plasma Spectrometer; University Explorer studying EUV from hot interstellar gas
1.172,ISS-EXP-10,ISS Expedition 10,2004-10-14,2005-04-25,crewed-station,ISS,6,complete,10th ISS expedition; Salizhan Sharipov and Leroy Chiao; two-person crew during post-Columbia Shuttle stand-down
1.173,GOES-13,GOES-13 (N),2006-05-24,2020-01-08,earth-science,GOES,5,complete,GOES-N series; served as GOES-East 2010-2017; improved SXI solar X-ray imager
1.174,HINODE,Hinode (Solar-B),2006-09-23,,solar-observatory,Hinode,5,operational,Joint JAXA/NASA/UK/ESA; three-instrument solar observatory studying magnetic field dynamics
1.175,NOAA-19,NOAA-19,2009-02-06,,earth-science,POES,5,operational,Last NOAA POES satellite; bridge to JPSS era; fell off cart during manufacturing yet still launched successfully
1.176,PLANCK,Planck,2009-05-14,2013-10-23,observatory,ESA/NASA,5,complete,ESA-led with NASA detectors; CMB mapping at higher resolution than WMAP; refined cosmological parameters
1.177,HERSCHEL,Herschel Space Observatory,2009-05-14,2013-04-29,observatory,ESA/NASA,5,complete,ESA-led with NASA participation; largest space telescope mirror at time (3.5m); far-infrared and submillimeter
1.178,ISS-EXP-20,ISS Expedition 20,2009-05-29,2009-10-11,crewed-station,ISS,6,complete,First 6-person ISS crew; expanded station capability; Padalka De Winne Romanenko Barratt Thirsk Kopra Stott
1.179,AMS-02,AMS-02 (Alpha Magnetic Spectrometer),2011-05-19,,observatory,ISS,6,operational,$2B particle physics detector on ISS; studies cosmic rays antimatter and dark matter; delivered by STS-134; 200B+ events
1.180,SPACEX-CRS-1,SpaceX CRS-1,2012-10-08,2012-10-28,cargo-resupply,CRS,6,complete,First operational commercial cargo resupply to ISS; Dragon capsule; 400+ kg of supplies
1.181,SWARM,Swarm,2013-11-22,,earth-science,ESA/NASA,5,operational,ESA magnetic field mission; NASA contributes data analysis; three satellites mapping Earths magnetic field changes
1.182,CYGNUS-ORB1,Cygnus Orb-1,2014-01-09,2014-02-19,cargo-resupply,CRS,6,complete,First operational Orbital Sciences (now Northrop Grumman) Cygnus cargo mission to ISS
1.183,TDRS-12,TDRS-12 (L),2014-01-24,,data-relay,TDRS,5,operational,Second third-generation TDRS; S-band multiple access upgraded
1.184,CALET,CALET (CALorimetric Electron Telescope),2015-08-19,,observatory,ISS/JAXA,6,operational,High-energy cosmic ray observatory on ISS JEM-EF; JAXA-led with NASA participation; electron/gamma-ray spectra
1.185,ISS-EXPEDITION-50,ISS Expedition 50,2016-10-19,2017-04-10,crewed-station,ISS,6,complete,50th ISS expedition; crew of 6; Whitson most experienced US astronaut at the time
1.186,SAGE-III,SAGE III/ISS,2017-02-19,,earth-science,SAGE,5,operational,Stratospheric Aerosol and Gas Experiment III on ISS; monitors ozone and aerosol recovery
1.187,GOES-17,GOES-17 (GOES-S),2018-03-01,,earth-science,GOES,5,operational,GOES-S; served as GOES-West 2018-2022; ABI cooling system anomaly; replaced by GOES-18
1.188,BOEING-OFT1,Boeing OFT-1 (Starliner),2019-12-20,2019-12-22,demo-uncrewed,Commercial Crew,6,partial,First uncrewed Starliner orbital flight test; mission timer anomaly prevented ISS docking; landed safely at White Sands
1.189,INSPIRATION4,Inspiration4,2021-09-16,2021-09-18,crewed-orbital,Commercial Spaceflight,6,complete,First all-civilian orbital mission; Crew Dragon; 3 days in orbit; charitable mission for St Jude
1.190,AXIOM-1,Axiom Mission 1 (Ax-1),2022-04-08,2022-04-25,crewed-station,Axiom,6,complete,First fully private crew to ISS; crew of 4; 17 days; Crew Dragon
1.191,BIOSENTINEL,BioSentinel,2022-11-16,2023-12-01,biology,Artemis,6,complete,Artemis I CubeSat; first biological experiment in deep space since Apollo; yeast radiation study beyond LEO
1.192,LUNAR-FLASHLIGHT,Lunar Flashlight,2022-12-11,2023-05-17,lunar-orbiter,SIMPLEx,5,failed,CubeSat to map water ice in permanently shadowed craters; propulsion system failure prevented lunar orbit
1.193,TEMPO,TEMPO,2023-04-07,,earth-science,TEMPO,5,operational,Tropospheric Emissions Monitoring of Pollution; first geostationary air quality monitor over North America; hourly observations
1.194,TROPICS,TROPICS,2023-05-08,,earth-science,TROPICS,5,operational,Time-Resolved Observations of Precipitation structure and storm Intensity; 4 CubeSats; rapid-revisit tropical cyclone monitoring
1.195,AXIOM-2,Axiom Mission 2 (Ax-2),2023-05-21,2023-05-30,crewed-station,Axiom,6,complete,Second Axiom private mission to ISS; Saudi Arabian crew members; 10 days
1.196,EUCLID,Euclid,2023-07-01,,observatory,ESA/NASA,5,operational,ESA dark energy/matter survey; NASA provided near-infrared detectors; mapping cosmic web structure
1.197,XRISM,XRISM,2023-09-07,,observatory,JAXA/NASA,5,operational,X-Ray Imaging and Spectroscopy Mission; JAXA-led with NASA instruments; successor to Hitomi; micro-calorimeter
1.198,CLARREO,CLARREO Pathfinder,2023-12-06,,earth-science,CLARREO,5,operational,Climate Absolute Radiance and Refractivity Observatory on ISS; high-accuracy reflected solar reference measurements
1.199,IM-1,IM-1 Odysseus (Intuitive Machines),2024-02-15,2024-02-29,lunar-lander,CLPS,6,partial,First US lunar landing since Apollo 17; CLPS program; tipped over on landing; returned science data for 7 days
1.200,POLARIS-DAWN,Polaris Dawn,2024-09-10,2024-09-15,crewed-orbital,Commercial Spaceflight,6,complete,First commercial EVA; highest Earth orbit since Gemini; 1400 km apogee; SpaceX EVA suit test
1.201,ISS-EXP-72,ISS Expedition 72,2024-09-23,2025-03-01,crewed-station,ISS,6,complete,72nd ISS expedition; crew included Wilmore and Williams (Starliner-stranded); continued ISS research operations
1.202,NISAR,NISAR,2025-03-28,,earth-science,NISAR,5,operational,NASA-ISRO Synthetic Aperture Radar; dual-frequency L-band and S-band; monitors earthquakes ice sheets ecosystems
